,score,dataset,time
0,1.0,kr-vs-kp,"(360,40)"
1,1.0,kr-vs-kp,"(360,40)"
2,1.0,kr-vs-kp,"(360,40)"
3,1.0,kr-vs-kp,"(360,40)"
4,0.99976363063347,kr-vs-kp,"(360,40)"
5,0.9997260381198388,kr-vs-kp,"(360,40)"
6,0.9992519095991812,kr-vs-kp,"(360,40)"
7,0.9981214042503228,kr-vs-kp,"(360,40)"
8,0.9980431294274196,kr-vs-kp,"(360,40)"
9,0.997814,riccardo,"(3600,900)"
10,0.9963756697132052,kr-vs-kp,"(360,40)"
11,0.9958771703882756,nomao,"(360,40)"
12,0.995784438255276,APSFailure,"(1800,450)"
13,0.995734761876457,nomao,"(360,40)"
14,0.99571270107667,nomao,"(360,40)"
15,0.9956575723352684,nomao,"(360,40)"
16,0.9955239990889556,nomao,"(360,40)"
17,0.9947804184581244,nomao,"(360,40)"
18,0.9947176761572653,nomao,"(360,40)"
19,0.9944991278602268,nomao,"(360,40)"
20,0.9944326617179216,APSFailure,"(1800,450)"
21,0.9943976874894332,nomao,"(360,40)"
22,0.9934076129761202,nomao,"(360,40)"
23,0.993324732915962,APSFailure,"(1800,450)"
24,0.9932367074159528,APSFailure,"(1800,450)"
25,0.9927650778210116,sylvine,"(1800,450)"
26,0.9911959726381784,APSFailure,"(1800,450)"
27,0.990753173828125,sylvine,"(1800,450)"
28,0.9906667210484814,APSFailure,"(1800,450)"
29,0.990317194998978,APSFailure,"(1800,450)"
30,0.9902191162109376,sylvine,"(1800,450)"
31,0.9900646366712114,APSFailure,"(1800,450)"
32,0.989990234375,sylvine,"(1800,450)"
33,0.9889938783155048,APSFailure,"(1800,450)"
34,0.9884180447470816,sylvine,"(1800,450)"
35,0.9883880615234376,sylvine,"(1800,450)"
36,0.9877419600931504,APSFailure,"(1800,450)"
37,0.9874566463832452,MiniBooNE,"(1800,450)"
38,0.9874263676667816,MiniBooNE,"(1800,450)"
39,0.9867002523716458,MiniBooNE,"(1800,450)"
40,0.9864790157367332,MiniBooNE,"(1800,450)"
41,0.986316375843446,MiniBooNE,"(1800,450)"
42,0.9860447602776324,MiniBooNE,"(1800,450)"
43,0.9859649803510456,MiniBooNE,"(1800,450)"
44,0.9855910087093246,MiniBooNE,"(1800,450)"
45,0.985107421875,sylvine,"(1800,450)"
46,0.985076106754438,MiniBooNE,"(1800,450)"
47,0.9845117947470816,sylvine,"(1800,450)"
48,0.981964111328125,sylvine,"(1800,450)"
49,0.9779304474708173,sylvine,"(1800,450)"
50,0.9779286926994906,Australian,"(1800,450)"
51,0.9763072436874544,phoneme,"(360,40)"
52,0.97304817412493,phoneme,"(360,40)"
53,0.9696467625422494,phoneme,"(360,40)"
54,0.9684982600382688,MiniBooNE,"(1800,450)"
55,0.9658119658119658,Australian,"(1800,450)"
56,0.9657792485758504,phoneme,"(360,40)"
57,0.9640587441140638,phoneme,"(360,40)"
58,0.9637993364037044,phoneme,"(360,40)"
59,0.962572072370601,phoneme,"(360,40)"
60,0.9575551782682512,Australian,"(1800,450)"
61,0.9565840165958708,phoneme,"(360,40)"
62,0.9565195859951467,phoneme,"(360,40)"
63,0.9511896083239446,phoneme,"(360,40)"
64,0.944139223626838,bank-marketing,"(360,40)"
65,0.9412672225358087,bank-marketing,"(360,40)"
66,0.940879869379591,bank-marketing,"(360,40)"
67,0.937181663837012,Australian,"(1800,450)"
68,0.9370953627481806,bank-marketing,"(360,40)"
69,0.9370576202115516,bank-marketing,"(360,40)"
70,0.9360067014937248,bank-marketing,"(360,40)"
71,0.935466395929856,bank-marketing,"(360,40)"
72,0.9338752855375696,bank-marketing,"(360,40)"
73,0.9284670475165832,bank-marketing,"(360,40)"
74,0.9273504273504272,Australian,"(1800,450)"
75,0.926484348659512,bank-marketing,"(360,40)"
76,0.9261460101867572,Australian,"(1800,450)"
77,0.9219015280135824,Australian,"(1800,450)"
78,0.9202037351443124,Australian,"(1800,450)"
79,0.9064429530201344,jasmine,"(360,40)"
80,0.9051282051282052,Australian,"(1800,450)"
81,0.9015280135823428,Australian,"(1800,450)"
82,0.900215,guillermo,"(3600,900)"
83,0.8876062639821028,jasmine,"(360,40)"
84,0.8874825458312688,jasmine,"(360,40)"
85,0.8873023737669474,jasmine,"(360,40)"
86,0.8842394486734833,jasmine,"(360,40)"
87,0.8839241475609207,jasmine,"(360,40)"
88,0.8736912751677852,jasmine,"(360,40)"
89,0.8685194360614387,jasmine,"(360,40)"
90,0.86601974804222,kc1,"(1800,450)"
91,0.865546597000135,jasmine,"(360,40)"
92,0.8628714643752238,Amazon_employee_access,"(1800,450)"
93,0.8620857699805069,blood-transfusion-service-center,"(1800,450)"
94,0.8617793404062835,Amazon_employee_access,"(1800,450)"
95,0.8606263982102909,jasmine,"(360,40)"
96,0.857306487649752,Amazon_employee_access,"(1800,450)"
97,0.8555777198097285,Amazon_employee_access,"(1800,450)"
98,0.8550104748603352,kc1,"(1800,450)"
99,0.8536588068811485,Amazon_employee_access,"(1800,450)"
100,0.8535921007831121,kc1,"(1800,450)"
101,0.8530813755532857,kc1,"(1800,450)"
102,0.8484461619066576,KDDCup09_appetency,"(360,40)"
103,0.8478754565570243,Amazon_employee_access,"(1800,450)"
104,0.8460837467819209,Amazon_employee_access,"(1800,450)"
105,0.8419198817605055,KDDCup09_appetency,"(360,40)"
106,0.8414804469273742,kc1,"(1800,450)"
107,0.8371779789610079,Amazon_employee_access,"(1800,450)"
108,0.8352224097659113,Amazon_employee_access,"(1800,450)"
109,0.8283193656066752,KDDCup09_appetency,"(360,40)"
110,0.827241757210939,KDDCup09_appetency,"(360,40)"
111,0.8264291681584914,Amazon_employee_access,"(1800,450)"
112,0.8241969273743017,kc1,"(1800,450)"
113,0.8175008512087164,kc1,"(1800,450)"
114,0.8174067969937668,higgs,"(1800,450)"
115,0.8169050051072523,kc1,"(1800,450)"
116,0.8166895875600823,christine0,"(360,40)"
117,0.8146872821301175,higgs,"(1800,450)"
118,0.8135685239991308,higgs,"(1800,450)"
119,0.8126791724150554,KDDCup09_appetency,"(360,40)"
120,0.8125315946108473,higgs,"(1800,450)"
121,0.8110387930447571,christine0,"(360,40)"
122,0.8109403563200245,KDDCup09_appetency,"(360,40)"
123,0.8108115328605241,higgs,"(1800,450)"
124,0.8106439182473005,christine0,"(360,40)"
125,0.8104761904761905,credit-g,"(1800,450)"
126,0.809670081288555,higgs,"(1800,450)"
127,0.8095817276348559,higgs,"(1800,450)"
128,0.809248240083877,christine0,"(360,40)"
129,0.8052380952380952,credit-g,"(1800,450)"
130,0.8046254816791711,christine0,"(360,40)"
131,0.804437564499484,blood-transfusion-service-center,"(1800,450)"
132,0.8042714559986928,christine0,"(360,40)"
133,0.8028937560486776,KDDCup09_appetency,"(360,40)"
134,0.8007138889814182,higgs,"(1800,450)"
135,0.7997821904049383,KDDCup09_appetency,"(360,40)"
136,0.7992000776763031,higgs,"(1800,450)"
137,0.799047619047619,credit-g,"(1800,450)"
138,0.7974292289048351,christine0,"(360,40)"
139,0.7964739647396474,christine0,"(360,40)"
140,0.796312178924659,higgs,"(1800,450)"
141,0.792857142857143,credit-g,"(1800,450)"
142,0.7926210135925084,KDDCup09_appetency,"(360,40)"
143,0.7920235290913795,christine0,"(360,40)"
144,0.7875243664717348,blood-transfusion-service-center,"(1800,450)"
145,0.783455622438964,KDDCup09_appetency,"(360,40)"
146,0.7821278089887641,kc1,"(1800,450)"
147,0.7797270955165693,blood-transfusion-service-center,"(1800,450)"
148,0.7761904761904761,credit-g,"(1800,450)"
149,0.7696629213483146,kc1,"(1800,450)"
150,0.767327,albert,"(3600,900)"
151,0.7666666666666665,credit-g,"(1800,450)"
152,0.76498,albert,"(3600,900)"
153,0.764265,albert,"(3600,900)"
154,0.764253,albert,"(3600,900)"
155,0.763582,albert,"(3600,900)"
156,0.761589,albert,"(3600,900)"
157,0.761447,albert,"(3600,900)"
158,0.761428,albert,"(3600,900)"
159,0.761147,albert,"(3600,900)"
160,0.759607762744294,christine0,"(360,40)"
161,0.7566666666666666,credit-g,"(1800,450)"
162,0.7538095238095238,credit-g,"(1800,450)"
163,0.7276190476190475,credit-g,"(1800,450)"
164,0.7256335282651072,blood-transfusion-service-center,"(1800,450)"
165,0.7229102167182662,blood-transfusion-service-center,"(1800,450)"
166,0.7207602339181286,blood-transfusion-service-center,"(1800,450)"
167,0.7180952380952382,credit-g,"(1800,450)"
168,0.7022417153996101,blood-transfusion-service-center,"(1800,450)"
169,0.677916123400639,airlines,"(1800,450)"
170,0.6765923278109587,airlines,"(1800,450)"
171,0.6754960729302344,airlines,"(1800,450)"
172,0.6740341784799848,airlines,"(1800,450)"
173,0.6734892787524366,blood-transfusion-service-center,"(1800,450)"
174,0.6728974587439536,airlines,"(1800,450)"
175,0.6718463329616711,airlines,"(1800,450)"
176,0.6714480501053876,airlines,"(1800,450)"
177,0.670779815219569,airlines,"(1800,450)"
178,0.6704864590784874,airlines,"(1800,450)"
179,0.6698110817898602,airlines,"(1800,450)"
180,0.6671539961013646,blood-transfusion-service-center,"(1800,450)"
181,0.5328299475028541,numerai28.6,"(1800,450)"
182,0.5323920168010157,numerai28.6,"(1800,450)"
183,0.529309454781342,numerai28.6,"(1800,450)"
184,0.528740126278084,numerai28.6,"(1800,450)"
185,0.52771508919099,numerai28.6,"(1800,450)"
186,0.5245817234662777,numerai28.6,"(1800,450)"
187,0.5244231730132555,numerai28.6,"(1800,450)"
188,0.5241317066582911,numerai28.6,"(1800,450)"
189,0.5237917155262575,numerai28.6,"(1800,450)"
190,0.5234532642248259,numerai28.6,"(1800,450)"
